asset,strategy,side,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,size,gross_pnl,fees,slippage,funding,net_pnl,capital_after,reason,hold_candles
SOLUSDT,P39_CAND_0551:BB Expansion Short,Short,1622930400000,1622944800000,37.9,40.526770599082944,40.50651734041274,34.394503693871194,37.704,-99.0398,1.4785,2.7619,-0.1495,-100.3688,9546.219,SL Hit,4
SOLUSDT,P39_CAND_0551:BB Expansion Long,Long,1625655600000,1625680800000,36.4,37.88009406303811,35.28628861892203,37.89904358483052,43.641,64.5928,1.6208,1.8744,0.1583,62.8137,9609.0326,TP Hit,7
SOLUSDT,P39_CAND_0551:BB Expansion Short,Short,1625950800000,1626058800000,31.5,32.61822720343606,32.6019262403159,30.03882466622792,44.78,-50.0742,1.4356,2.0286,-0.5727,-50.9372,9558.0955,SL Hit,30
SOLUSDT,P39_CAND_0551:BB Expansion Long,Long,1626271200000,1626346800000,30.4,29.203107900420914,29.21771675880031,32.087448946110676,79.566,-95.2319,2.3712,3.1515,0.7341,-98.3372,9459.7582,SL Hit,21
SOLUSDT,P39_CAND_0551:BB Expansion Short,Short,1626350400000,1626429600000,29.1,27.432645617607186,30.367125972336655,27.41893614953242,38.326,63.903,1.0833,1.7135,-0.3283,63.148,9522.9062,TP Hit,22
SOLUSDT,P39_CAND_0551:BB Expansion Short,Short,1626703200000,1626750000000,24.1,22.980006527941157,25.000663967898415,22.968522266807753,111.947,125.3799,2.6352,6.2113,-0.545,123.2896,9646.1958,TP Hit,13
SOLUSDT,P39_CAND_0551:Low-Activity Filler Short,Short,1626865200000,1626883200000,25.9,27.134153177375463,27.120592880934996,23.88221245836376,81.915,-101.0957,2.1721,4.5512,-0.0635,-103.2043,9542.9915,SL Hit,5
SOLUSDT,P39_CAND_0551:BB Expansion Long,Long,1626969600000,1627056000000,27.8,26.65767914477136,26.67101465209741,29.33697964986471,85.512,-97.6821,2.3284,2.081,0.9428,-100.9534,9442.0381,SL Hit,24
SOLUSDT,P39_CAND_0551:BB Expansion Short,Short,1627059600000,1627077600000,26.5,27.504759819811436,27.49101431265511,25.254980121312347,100.875,-101.3551,2.7239,6.4303,0.0,-104.079,9337.9591,SL Hit,5
SOLUSDT,P39_CAND_0551:ATR Expansion Short,Short,1627333200000,1627574400000,28.5,30.06467894974404,30.0496541226827,26.340518815975948,62.939,-98.4793,1.843,4.722,-1.5973,-98.725,9239.2341,SL Hit,67
