system,group,net_pnl,gross_profit,gross_loss,profit_factor,max_drawdown_pct,trades,win_rate,winning_trades,losing_trades,average_win,average_loss,expectancy,positive_months,negative_months,zero_months,best_month,worst_month,stress_pass_count,stress_fail_count,combined_adverse_pnl,combined_adverse_dd,live_known,trade_log_path,trade_log_hash,params,candidate_id,candidate_hash,family,execution_status,behavior_cluster,selection_status,registered_status
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.15, ""min_adx"": 18, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.2, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.35}",P36_CAND_0040,19421ba2dfbc20da,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,2d67cfbff8e2448b,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.15, ""min_adx"": 18, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.2, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.35}",P36_CAND_0041,257b8315856d15e7,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,09577c6d93c79320,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.15, ""min_adx"": 18, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.2, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 1.35}",P36_CAND_0042,aaff50d9df8859ec,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,2816c842ea0c76de,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.15, ""min_adx"": 18, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.2, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 1.35}",P36_CAND_0043,e40fb323009bb42c,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,4a9c8d82a999f63f,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.2, ""min_adx"": 18, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.2, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 1.35}",P36_CAND_0044,4b8d4a1c9aeeaca8,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,5f608287de11304b,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.2, ""min_adx"": 18, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.35, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 1.35}",P36_CAND_0045,43e3fd26ebdb834a,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,34a236fc3169ec2d,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.2, ""min_adx"": 18, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.35, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0046,9be5a8ed9c9fe02c,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,7c3a5e0af3428b23,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.2, ""min_adx"": 18, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.35, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0047,85c642482047a79c,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,733b8a3d59430956,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": null, ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.2, ""min_adx"": 18, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.35, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0048,91a09beb45c37b9c,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,f3a7ed2d7dd0594e,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.2, ""min_adx"": 18, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.35, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0049,3661a13530f37b72,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,c320b8ba35374583,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.2, ""min_adx"": 18, ""min_atr_pct"": 0.35, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0050,845b046dc8c74121,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,d2092b21c44a6246,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.2, ""min_adx"": 18, ""min_atr_pct"": 0.5, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0051,b266c046a2dd1058,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,25dafa7109327003,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.2, ""min_adx"": 22, ""min_atr_pct"": 0.5, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0052,0781e635d0e6cdee,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,26b6ea1a434bea77,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.2, ""min_adx"": 22, ""min_atr_pct"": 0.5, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0053,9d89e5461bf19299,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,0221088b6bea6dfb,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.2, ""min_adx"": 22, ""min_atr_pct"": 0.5, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0054,634a1c773149fc9c,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,b79392b90b955f3e,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 999.0, ""min_adx"": 22, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.0, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0055,82988c094390fe69,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,f266ee96111e5e58,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 999.0, ""min_adx"": 22, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.0, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0056,6cbc2cb972091d83,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,a73f4a76ac5d418e,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 999.0, ""min_adx"": 22, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.0, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0057,f79c7d2753f32db9,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,338a0c680608c71e,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 999.0, ""min_adx"": 22, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.0, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0058,215e5e4c88700cbb,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,3ca7e2c3ca14cb8b,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 999.0, ""min_adx"": 22, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.0, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0059,82928b6ee0cd5fe8,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,e308e4cbd4983dab,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": null, ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 999.0, ""min_adx"": 22, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.1, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0060,9293e15e456f48f5,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,4770c257c3c2dd0d,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 999.0, ""min_adx"": 22, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.1, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0061,aee7220eea38220e,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,b5cdae6e5ab700ce,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 999.0, ""min_adx"": 22, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.1, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0062,11219bf8f5081303,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,84ff89a98442dd9f,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 999.0, ""min_adx"": 22, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.1, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0063,0aadb15a1c5a3c13,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,ebb050f4d6c8e775,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 999.0, ""min_adx"": 22, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.1, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0064,01787467c9ab91fe,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,21d1001e1b717665,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 999.0, ""min_adx"": 0, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.2, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0065,5288279a085ee535,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,fb9cd21289f2c9ef,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.1, ""min_adx"": 0, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.2, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0066,aa9072f5167b277c,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,ec7e5d6dc1e1522c,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.1, ""min_adx"": 0, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.2, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0067,c953e81e8a5923bb,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,621827133dcc97ef,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.1, ""min_adx"": 0, ""min_atr_pct"": 0, ""min_expected_R"": 1.2, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 1.5}",P36_CAND_0068,3f0c08e138fee7b1,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,cacae27a34ccfbd6,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.1, ""min_adx"": 0, ""min_atr_pct"": 0, ""min_expected_R"": 1.2, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0069,63ff4677bbed496c,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,66cb9566e68a16bb,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.1, ""min_adx"": 0, ""min_atr_pct"": 0, ""min_expected_R"": 1.35, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0070,1d38ea0c6c861560,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,2a1213b1c0e181e1,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.1, ""min_adx"": 0, ""min_atr_pct"": 0, ""min_expected_R"": 1.35, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0071,6a4b080e317795d5,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,f3669da4c04d3a9a,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": null, ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.1, ""min_adx"": 0, ""min_atr_pct"": 0, ""min_expected_R"": 1.35, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0072,622f0aa8b0922983,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,612e3aba72b0f2dc,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.1, ""min_adx"": 0, ""min_atr_pct"": 0, ""min_expected_R"": 1.35, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0073,1253766ecf679396,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,7f7c1733c082fd68,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.1, ""min_adx"": 0, ""min_atr_pct"": 0, ""min_expected_R"": 1.35, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0074,8fc5538cab016b18,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,e87f810634ef8ce4,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.1, ""min_adx"": 0, ""min_atr_pct"": 0, ""min_expected_R"": 0.0, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0075,53f8385122539e8c,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,945f80229a36688f,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.1, ""min_adx"": 0, ""min_atr_pct"": 0, ""min_expected_R"": 0.0, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0076,f29f9df01da85eb9,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,66949b2b286c0a46,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.12, ""min_adx"": 0, ""min_atr_pct"": 0, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0077,00a3df26467cd2bb,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,17a0c5cc8e4c38ac,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.12, ""min_adx"": 12, ""min_atr_pct"": 0, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0078,2681ccb631028974,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,e5372f54d078cf7d,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.12, ""min_adx"": 12, ""min_atr_pct"": 0, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0079,d42e6c2b668e589d,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,3008743d43e38a71,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.12, ""min_adx"": 12, ""min_atr_pct"": 0, ""min_expected_R"": 1.0, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0080,ecb7d8932f7d7523,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,7e3fa714e87d1578,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.12, ""min_adx"": 12, ""min_atr_pct"": 0, ""min_expected_R"": 1.0, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0081,19ca899993f1c913,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,fc72d34eb71392a5,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.12, ""min_adx"": 12, ""min_atr_pct"": 0, ""min_expected_R"": 1.0, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0082,4b64fec9822ce825,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,0a35d0c9a37952fa,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.12, ""min_adx"": 12, ""min_atr_pct"": 0, ""min_expected_R"": 1.0, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0083,ed1db3692dbcf9ab,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,99b67c23f19898ca,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": null, ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.12, ""min_adx"": 12, ""min_atr_pct"": 0, ""min_expected_R"": 1.0, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0084,cb72559148110a96,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,2b9c9106e88c16a9,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.12, ""min_adx"": 12, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.1, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0085,f6769fe2cc4c25a0,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,0667cafbfbe2ef4a,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.12, ""min_adx"": 12, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.1, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0086,d7686362a0ed3aac,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,68c62ac48cc0fe8e,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.12, ""min_adx"": 12, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.1, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0087,0e2166c77e571531,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,08e86b7a452ae3ea,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.15, ""min_adx"": 12, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.1, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0088,c8d56c5f5e42031a,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,65caa5ab92414d89,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.15, ""min_adx"": 12, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.1, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 0.0}",P36_CAND_0089,cd66ad1c391c63ba,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,d9369bec58d16754,,REGISTERED
