timestamp,event_type,symbol,details
1591894800000,POSITION_CLOSED,ETHUSDT,Side: Short | Reason: SL Hit | Exit Price: 231.04513806803388 | PnL: $-97.02
1592841600000,SIGNAL_GENERATED,ETHUSDT,Side: Long | Close: 243.85
1593010800000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 232.12
1593288000000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 218.9
1595491200000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 264.91
1595494800000,POSITION_OPENED,ETHUSDT,Side: Short | Size: 9.0690 | SL: 269.96 | TP: 259.86
1595512800000,POSITION_CLOSED,ETHUSDT,Side: Short | Reason: SL Hit | Exit Price: 270.0965595601761 | PnL: $-50.46
1595520000000,SIGNAL_GENERATED,ETHUSDT,Side: Long | Close: 280.18
1595523600000,POSITION_OPENED,ETHUSDT,Side: Long | Size: 13.8150 | SL: 273.58 | TP: 287.51
1595527200000,POSITION_CLOSED,ETHUSDT,Side: Long | Reason: SL Hit | Exit Price: 273.44750919668445 | PnL: $-98.49
1595530800000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 274.99
1595534400000,POSITION_OPENED,ETHUSDT,Side: Short | Size: 6.0850 | SL: 282.40 | TP: 267.58
1595548800000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000583 | Cost: $-0.9771
1595577600000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000944 | Cost: $-1.5570
1595606400000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000428 | Cost: $-0.7244
1595613600000,POSITION_CLOSED,ETHUSDT,Side: Short | Reason: SL Hit | Exit Price: 282.53786497563334 | PnL: $-44.91
1595620800000,SIGNAL_GENERATED,ETHUSDT,Side: Long | Close: 286.0
1595624400000,POSITION_OPENED,ETHUSDT,Side: Long | Size: 13.6810 | SL: 279.44 | TP: 293.28
1595631600000,POSITION_CLOSED,ETHUSDT,Side: Long | Reason: SL Hit | Exit Price: 279.30446690542885 | PnL: $-98.21
1595664000000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 284.05
1595700000000,SIGNAL_GENERATED,ETHUSDT,Side: Long | Close: 296.07
1595703600000,SIGNAL_GENERATED,ETHUSDT,Side: Long | Close: 296.77
1595707200000,SIGNAL_GENERATED,ETHUSDT,Side: Long | Close: 306.09
1595710800000,SIGNAL_GENERATED,ETHUSDT,Side: Long | Close: 303.88
1595750400000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 316.83
1595754000000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 314.49
1595757600000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 311.12
1595761200000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 309.82
1595772000000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 313.03
1595775600000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 311.08
1595836800000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 322.63
1595840400000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 324.71
1595844000000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 324.58
1595847600000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 325.66
1595851200000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 325.76
1595854800000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 325.01
1595934000000,SIGNAL_GENERATED,ETHUSDT,Side: Long | Close: 317.19
1596132000000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 331.13
1596135600000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 333.71
1596139200000,SIGNAL_GENERATED,ETHUSDT,Side: Long | Close: 338.9
1596142800000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 336.02
1596182400000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 338.59
1596186000000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 338.03
1596189600000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 343.3
